review,label
3 phím cảm_ứng lại nằm trong màn_hình ! Nản .,-1
"Nói thật giờ tôi khiếp một đời mấy cái hàng trôi_dạt , cũng tại vì tôi ham rẽ , các bạn nên nhớ mua máy đừng bao_giờ ra mua cửa_hàng nhỏ lẽ , họ nói thì nghe hay lắm , nhưng đến khi máy hư mà đem máy ra bảo_hành thì cái mặt khỉ mới xuất_hiện , mà một_khi đem máy cho họ sửa thì xem như vứt bỏ máy .",0
Nếu ai vẫn hâm_mộ iphone chỉ vì 2 từ thương_hiệu . thì nên thay_đổi suy_nghĩ . hãy tự_hào vì samsung có_mặt ở VN . do bàn_tay của ng việt làm ra .,0
"﻿Haiz , bảo_mật để làm_gì ? Trong khi phần_lớn người tiêu_dùng phổ_thông cần đến là ngon , bổ và rẻ , đang chờ cập_nhật OS_10.3.3 cho con Z30 mà đã leo cây cả tháng rồi , có ai như tui không ?",-1
"Phải công_nhận em Macbook vừa đẹp vừa bền , tôi dùng 1 em từ 2010 mà bây_giờ em ấy vẫn đẹp , chưa hỏng bao h .",1
Khi nào có hàng cho em đặc hàng với nhe,0
"﻿trình_duyệt web EDGE của win_10 bị lỗi không xem được các clip trên các báo mạng mặc_dù đã vào settings , view advanded setting , bật adobe flashplayer nhưng vẫn không xem được . phải chuyển sang chế_độ duyệt open with internet Explorer hoặc xem bằng chrome .",-1
"﻿Chiếc i_Pad_4 của tôi màn_hình 9,7 inch mà pin đã 11500 mAh rồi , chiếc này tới hơn 18 inch và dày mà pin chỉ 5700mAh thôi sao . To và dày vậy đáng_lẽ pin phải dùng được 2 ngày , samsung tối_ưu linh_kiện quá kém",-1
"Độ nhạy tối_đa 6400iso , 3 hình/giây . Công_nghệ của 15 năm trước mà giá trên trời : D",-1
"Em đồng_ý với bác luôn đó , thời này samsung nó ăn_đứt các hãng khác luôn rồi à , từ thiết_kế đến tiện_ích tính_năng",1
"Quan_trọng là ngân_sách của bạn bao_nhiêu . Nếu với mức ngân_sách khoảng 6 triệu đồng trở_về , bạn có_thể tham_khảo 1 số dòng Samsung_Tab . Cụ nhà mình vừa mua Galaxy_Ta_E , màn_hình rộng , cấu_hình chạy nhanh , ổn , thích_hợp với đọc net của người_già",0
"Leica nổi_tiếng thởi máy phim , còn qua số ko hơn nhiều so với các hãng khác . Mẫu_mã xấu , chức_năng ko phù_hợp , nhưng giá thì quá đắc không tương_xứng với yêu_cầu thị_hiếu",-1
mong ssd sớm phổ_cập . 2 năm nữa mua cái ổ ssd 1 tb giá bằng 70% giờ thì tốt  ,0
hết xiền r . tiếc quá có còn đợt sau k bác,0
"18f2 nhé bác , đa_dụng cho phần_lớn trường_hợp tất_nhiên 35f1 . 4 chân_dung vẫn đẹp hơn",1
Vì nó không chạy Android thì nó mới là passport nhé bạn . Muốn Android thì trên_dưới 1tr có đầy ngoài kia . So_sánh thế có khác_gì ước gì dàn loa Hi-end phát được file mp 3,0
"laptop tầm trung của Asus thì ăn_đứt mấy hãng khác rồi , thiết_kế đẹp lại vừa túi_tiền , hỗ_trợ card rời , Lenovo cũng khá chau chuốt về thiết_kế nhưng dòng laptop tầm trung khoảng 13-17tr còn ít tại VN quá , Dell thì trâu nhưng nhìn thô",0
Bỏ luôn 64GB cho nó dễ .,-1
"Mình có 1 cặp 3gs 8g , một em ip 4 , 1 em 2g len hinh nhung kg vuot dc , đang để ngắm chơi , nhưng phải công_nhận các em vẫn chạy tôt . Hihi",1
Chỉ e ảnh này đã qua chỉnh_sửa . Mong sớm đến tay reviewer để được thấy thực_tế em nó ra_sao,0
RAM càng nhiều càng hao pin,0
"Càng lên_đời cao , thiết_kế càng xấu ! ? ? ? ?",-1
"ipad_4 luôn đi bạn , đời sau bao_giờ cũng ngon hơn đời trước mà , nếu chỉ đọc báo với xem tin_tức thôi_thì không phải lo nóng máy đâu , ipad_4 có nhiều cải_tiến hơn ipad_3 mà , còn nếu thấy hơi to thì bạn có_thể tham_khảo ipad_mini_2 cũng được . Chúc bạn chọn đước máy ưng_ý với mình .",0
"Rồi , p03e , chiến_binh cuối_cùng của Panasonic , chụp hình là bá_đạo luôn , F05F ko có cửa so đâu nhé mặc_dù P03e ra_đời trước khá lâu , nước ảnh rất thật , màu trong và đẹp , quay_phim được cải_thiện hơn P02e ( bị mất focus khi quay_phim làm nó cứ lấy nét liên_tục , thành_phẩm sau khi quay xong bị nhòe , mất chi_tiết xem rất là bực_mình ) . Về âm_thanh , con này hỗ_trợ Maxx_Audio nghe nhạc phải nói là phê như con tê_tê . Sạc ko dây cực sành_điệu . Màn_hình cực đẹp , ở thời của P03e thì hắn ko có đối_thủ . Điểm trừ nằm ở thiết_kế , thiết_kế ko có điểm nhấn như P02e , nhìn nó thô và cục_mịch , màu vàng mình chưa xài chứ con màu đen của mình bị tróc cái viền mạ crôm 2 bên màn_hình nhìn rất tởm . Pin khá tốt dù chỉ có 2600ma . Chả hiểu sao Panasonic nó cứ làm_ăn thua_lỗ để rồi phải bán luôn mảng Mobile , chứ giờ mà Pana mà_còn sx đt thì mình chỉ tin_dùng nó thôi , trải_nghiệm rất tốt . Nếu bạn có muốn mua thì mình khuyên nên chọn bản màu vàng đồng , đừng chọn màu đen .  ",1
Đương_nhiên phải bật wifi hoặc 3G mới kết_nối được ạ .  ,0
"Màu cảm_giác hơi ngả đỏ vàng , cơ_mà đc cái sắc nét , nói_chung là đẹp  ",1
"Giữa ipad_3 và Ipad_4 thì cấu_hình ipad_4 mạnh_mẽ hơn nên hoạt_động mượt_mà hơn . vi_xử_lý lõi kép A6X có tần_số xung nhịp là 1,4 GHz , và đồ_họa lõi tứ được tích_hợp trên i_Pad_4 . Trong khi đó , chip A6 trên i_Phone_5 có tốc_độ 1,3 GHz với 3 nhân đồ_họa . Vì_vậy đã xuất_hiện một_số khác_biệt nhỏ về điểm_chuẩn giữa i_Phone_5 ( A6 ) và i_Pad_4 ( A5X ) . Các kiểm_nghiệm khác cũng cho thấy , iPad_4 được trang_bị 1GB dung_lượng RAM .",0
Bản custom nên chắc ngang cơ gtx_950 không nguồn phụ,0
"Nhà mình chuyển sang dùng loa với cả tv samsung từ cỡ chục năm nay rồi , sony thì cũng có dùng , nhưng là từ hồi năm 199 hồi đó : ) )",0
"﻿Ko nhận ra bb ... . chán . Mình dừng lại ở BB_Passport và hài_lòng với hai em 9900 , 8800 trên giá sách .",-1
"Giá hợp_lý thì xúc đi , : V quá cao so với 1 món đồ_chơi mình thấy ảnh gắn vào chụp trời mây còn đẹp hơn : V  ",-1
"đều xài qua , ko có nghĩa_là phải gắn_bó với nó bao_nhiêu năm . t chuyên_dùng BB , dùng qua rất nhiều , có cái dùng đc vài hôm xong trưng tủ .",0
"về thiết_kế thì bây_giờ các hãng đều na_ná nhau , chẳng_thể nói ai copy ai được nữa . Quan_trọng là chất_lượng và giá_thành . Mình dùng vài sản_phẩm xiaomi rồi nên có cảm_tình vì giá tốt , xài ngon . Chẳng hiểu sao cấu_hình như con Mi5 này mà nó có_thể bán giá thế kia ? mấy hãng khác ăn_dày quá chăng ?",1
"Mua máy dạng xách_tay cũng có đến 50% hên_xui , nếu được con ngon thì nó ngon thật khỏi phải bàn . Mà vớ phải con khóc lên khóc xuống thì xác_định : )",0
"Khoảng 20 ngày Còn điện_thoại thì tùy , nhưng vì là bluetooth_4.0 nên cũng không hao mấy đâu",0
Sau_này chỉ dùng vì ios là hệ_điều_hành ổn_định,1
Chờ hoài lâu quá ra nhanh hốt hai em cho cô bạn luôn . Apple vạn_tuế ! Vạn vạn tiền ! ! !,1
ôi cái giá . phân khúc tầm trung đây ư  ,-1
Hay đấy,1
TV nhà mình cũng SONY không hiểu sao từ 1 năm nay khi vào youtube toàn báo bộ_nhớ không đủ rồi out . Điện cho bên bảo_hành thì bảo reset lại xem sao . Reset cũng ko được điện cho họ đến cũng ko thấy cái mặt đâu cả . Nản !,-1
Ngộ là ngộ kết em từ ngay cái nhìn đầu_tiên rồi đó nha,1
"theo tôi mua loại tầm trung 5-6tr được rồi , xài 2-3 năm đổi cái mới vừa theo kịp công_nghệ vừa hợp kinh_tế , nếu có hư cũng ko tiếc bằng mua cái tv 20tr ; )",0
"Viền mỏng dánh luôn , nhìn thiết_kế sang_trọng đó chứ",1
"Em chỉ ngó vì tò_mò cái giá , em chỉ cần miband_2 là đủ dùng .",0
so lệch giá_mà cũng so . LG_G4 nó hơn cả 2 - 3 triệu . tùy tầm tiền_của bạn thôi . mình xài zen_2 bản cao nhất và ko có thành_kiến gì với asus cả . đừng chỉ nhìn cấu_hình mà phán nhé . từ thông_số cho_đến trải_nghiệm nó khác xa nhau lắm .,0
"Bạn xem_lại pic test game Doom trên nèn Vulkan_Con RX_460 kém cả 750 ti kìa bạn . Thằng Microsoft nó ra nền Dx_12 để đồng_bộ tương_thích toàn_bộ Pc lẫn các hệ máy game của nó là Xbox , mà những dòng máy Xbox đó toàn dùng VGA của AMD nên nó support tốt hơn cho AMD chứ Vulkan là OpenGL xưa kia chết_yểu giờ tiến_hoá với tên gọi hàm Vulkan api vậy nên Vulkan hoàn_toàn tương_thích tốt với Nvidia nhé , có_chăng dx_12 ra_mắt cùng win_10 như đòn chơi_xấu của Mic dành cho Nvidia vì nó tương_thích tốt hơn với AMD . Nhưng đến dòng Pascal có_vẻ nó được cải_thiện hơn trên dx_12 rồi . Mà nếu bạn chơi game offline nhiều thì thấy rất nhiều game gắn cái mác Nvidia vào nên mình nghĩ nó sẽ support tốt cho Nvidia thôi . Như truyền_thống AMD gắn với giá_thành hợp_lý + hiệu_năng cao ( nhất_là gần đây thêm được_cái dx_12 ) Dù có nhược_điểm nhiệt_độ cao và tốn điện nhưng nhiều người vẫn mua . Nhưng nhìn những sản_phẩm năm nay họ ra_mắt thì không_thể yêu_thương nổi . Giá không có gì nổi_bật , nhiệt vẫn cao như truyền_thống "" con rx_480 dính phốt này bị người dùng kêu nhiều "" , vẫn ăn điện "" AMD cố chạy_đua ăn ít điện hơn nhưng lại dính lỗi ngốn quá nguồn so với quy_định làm hỏng chân Pci e trên main , có bài test con MSI rx_480 gaming X trên TPU cho thấy nó ngốn tận 224W trong khi hiệu_năng chỉ hơn bản REF vài % "" . Hiệu_năng thì lại không giống như truyền_thống trước_kia "" rx_480 cũng kém gtx_1060 , Con rx_460 giá "" suýt rẻ "" thậm_chí còn thua cả con gtx_950 thế_hệ cũ của Nvidia_Nói chung mấy con VGA của AMD ra_mắt năm nay chả có gì đặc_sắc , thất_bại toàn_tập với Nvidia , Nếu bác nào có quan_tâm tới cái dx_12 rồi chờ_đợi các game tương_lai nó support trên dx_12 thà đợi mấy con R9 390 hoặc 390X giá rẻ chút mà xúc là hợp_lí nhất",0
﻿nhìn cái con mắt lồi ip_7 xấu tệ luôn,-1
"mới qua mai nguyên xách về 1 bé , đúng trâu vật , dùng 2 ngày rồi mà mới giảm 40% , e dùng cả cả wifi , 3G facebook từa lưa , cắm 2 sim xài luôn nhé nhìn ngoài cũng khá sang : )",1
"khác_biệt thì ko thấy đâu , nhưng khi đi hỏi 10 người là nếu có 20t mua đt bạn sẽ mua đt gì ... 100% đều bảo mua ip nhé",1
Bạn hư cảm_ứng vì lý_do gì ? Nếu do bạn thì bù nặng là điều tất_nhiên .,0
"Muốn 1 cái_thế này , chụp anhe hết_sẩy , ống_kính ra ảnh đẹp  ",1
"Obi hỗ_trợ 4G xài Cyanogen bảo_mật tốt , nghe nhạc hay , chụp hinh đẹp . Có tiền mình sẽ mua .",1
"nói_chung bài này có_thể xem cho vui , s7e 1 đẳng_cấp hoàn_toàn khác  ",1
"mình cám_ơn bạn rất nhiều nha , mình mới tậu dây cao_su cho mb_2 và dán da lun p / s : cuối tháng ms mua mb_2 nên h chuẩn_bị sẵn",0
"ISO này chụp đêm 30 cũng giống như chụp ban_ngày . Cái này rình bắt "" du_kích "" thì vợ hết cãi : - )",0
tôi vẫn yêu wp ... đơn_giản vì nó là đứa con của bác nô ...,1
Cuộc vui nào rồi cũng tan mak Apple cạn ý_tưởng rồi,-1
Có_vẻ chất đây !,1
em NOKIA chân_chính đây ạ . Vào chỉ để xem cho vui !,0
cạn hết ý_tưởng rồi apple ơi,-1
"Chắc theo chân obama thôi , bye bb",-1
Còn này lại cháy hàng cho mà xem .,1
Có làm_chi vậy trời . Smartphone có GPS rồi . Còn muốn theo_dõi người đeo thiết_bị thì cần có khả_năng kết_nối mạng nữa để gửi tọa_độ về . Loằng_ngoằng  ,0
Apple_watch nhiều tiện_ích mà cũng rất thời_trang nữa  ,1
1 lý_do duy_nhất không dùng đt màn lớn : xài đt nhỏ + mtb sướng hơn .,-1
"Thấy bạn cmt khá dài , nên cũng vào xin góp_ý thế_này , chả phải là bán hàng hay hỗ_trợ , chỉ là ng dùng qua nhiều loại sản_phẩm , yêu_thích công_nghệ , thấy rõ_ràng là Sony không còn sắc nét , chưa kể màu bị tối và k chuẩn . Samsung màu bị lòe là lần đầu nghe , vì chưa thấy bao_giờ , chỉ có độ tương_phản chưa xuất_sắc , bù lại màu tươi , đẹp và nịnh mắt . Còn bảo_hành là vì chăm_sóc khách_hàng thôi , mình dùng TV Samsung 6 năm chả cần phải đi bảo_hành lần nào .",0
"﻿xấu và yếu thậm_tệ , nói_chung là thảm_họa , chúc cty oppo_VN mau đóng_cửa",-1
"con này là máy dùng cho công_việc , quá chuẩn rồi . cấu_hình chuẩn của nó là i 5 ram 8 ssd 256 giá tầm 1200 USD . thích max cấu_hình thì i_7 ram 16 ssd 1t 2700 USD . chiến thôi .",1
Chúc note_7 thành_công rực_rỡ .,0
"Chụp ảnh đường_phố tiện mà , nhỏ gọn , lấy_nét nhanh nhiều công_nghệ đâu kém gì sony , body cũng retro như fuji , sensor crop_2x ngoài khoản ko dc dof mỏng thì còn lại tốt mà ^ ^ đang tìm olympus chuyển qua xài thử  ",1
"Thiết_kế cứ na_ná nhau , nhìn riết thì cũng bình_thường ko có đặc_sắc nhiều kiểu như hồi đó",-1
"Mình mới lấy em nó về . Do điện_thoại mình chưa lên 4.4 nên tạm_thời mình sử_dụng em nó độc_lập . Mình bị trường_hợp là cảm_biến tự sáng màn_hình không được ( tức_mình đưa tay lên mà chẳng thấy đồng_hồ giờ ) . Có phải bị vấn_đề gì không , có cần mang bảo_hành không . Mong các bác chỉ_giáo .  ",0
"Huawei_Matebook xài tốt mà , mình thấy Huawei_Matebook có những tính_năng vậy_là đủ hiểu sam sung quan_tâm tới sự đổi_mới như_thế_nào rồi",1
"Đã xài IPS rồi là quyết ko quay lại TN đâu , chỉ muốn OLED thôi  ",-1
"Điện_thoại này 6 triệu á ? Nói thật chứ cái này cho mình cũng ... lấy , mà mua thì còn lâu nhá : D",-1
Phải lên 4 mới mượt thým à  ,0
Tiền đó mua dc mi_5 32G : v,0
"đang dùng thấy ok , chưa có lỗi nào ! ^ ^  ",1
"Đang chờ con Note_7 , vì nó có khả_năng chống nước . Mà chờ lâu quá ! Hjx",0
Cạnh_tranh có lợi cho người dùng mà bạn . Không có Iphone thì có_lẽ giờ này Samsung đang chạy_đua với Nokia mấy cái điện_thoại cảm_ứng điện_trở .,0
"Nắp lưng đẹp vậy , màu này phù_hợp với giới trẻ và các lứa tuổi sinh_viên .",1
điên_rồ,-1
"ko phải nói tung_hô ko đâu , có lương cả đấy , thử ko công xem có ai thèm tung với hô ko .",0
Thời_buổi này mà sản_xuất ĐT pin 2200 là thua chắc .,-1
Thiết_kế viền màn_hình và cạnh bàn_phím dầy quá,-1
"Máy của bác build bao_nhiêu , máy mình mới đc nâng lên V25R51C chạy rất ổn_định , chưa thấy lỗi gì , có thêm tính_năng FM_transmitter ( trước_đây ở build V21 ... thì tính_năng này có mà ko xài được ) , nói_chung hiện_tại máy chạy rất ổn , hài_lòng  ",1
Thấy hơi thô nhỉ ?  ,0
"Vũ_dũng : bạn xàj hđh gj , cổg usb 3.0 theo mình nhớ là ở pên tay tráj , nếu múm xàj 3.0 thj phảj càj drive còn k vẫn là 2.0 pjnh th pan ak ,",0
"﻿Đã thử test windows_phone từ hồi mới ra , kết_quả cầm ko quá 2 phút là ném lại . Lâu_lâu thấy bạn_bè lôi Lúa Mì ra cũng mượn vuốt_vuốt đâu đc 1-2 phút rồi trả lại . Tóm_lại là ko thể nuốt nổi cái hệ_điều_hành này , nhất_là cái giao_diện !",-1
"Ý_kiến cá_nhân : ĐT của Huawei rất tốt , đáng đồng_tiền . Hài_lòng với tiền bỏ ra .",1
"Giá quá chất . Không biết có bền không nhưng cấu_hình , kiểu giáng và giá_cả quá tốt .",1
"Bài viết hay ! Em vừa lấy con 38_steel hôm_qua , ngồi đọc các app được bình_chọn của các trang công_nghệ cũng_như app được Apple khuyến_nghị , thấy ở VN thiệt_thòi quá . Thích thì mua thôi chứ chưa hữu_dụng lắm !",0
"﻿Ba nút điều hướng nhìn quê quê , không còn hầm_hố nữa ! S6_Active vẫn đẹp nhất !",-1
"lần trước COD mình khui hàng ngay chổ viettelpost luôn . và kết_quả là thiếu sạc dự_phòng xiaomi 10000mAh 259k . và mình ko chịu nhận . may_mà COD chứ trả tiền rồi ... biết kêu ai ... . khi mình liên_hệ TCS thì bảo là chuyển đủ hàng , rồi bảo do Viettel chuyển hàng bị mất sạc . nếu bạn không COD thì lúc này ai chịu ? vì cửa_hàng nói là chuyển đủ hàng rồi đó . không_lẽ bạn kiện viettel ... cái này là hạt bụi kiện vũ_trụ đó .  ",-1
"Tội_gì phải bỏ ra cả đống tiền mua hàng_chính_hãng , trong khi máy bán cho thị_trường các nước_lớn chắc_chắn tiêu_chuẩn phải cao hơn hoặc ít_nhất là bằng sản_phẩm cùng loại mà bán ở VN . Hàng_xách_tay không phải chịu thuế thì rẻ hơn là đương_nhiên rồi .",0
Sao không mua 1 con Samsung rồi gần 10 năm sau vẫn chẳng phải mua con nào cả : ',0
Càng lồi càng thích,1
Lg_g_3 tgdd ko bán nữa chỉ còn xách_tay thôi,0
thiết_kế khá đẹp,1
Hic giá ngon ghê ... thôi mua về để tập_thể_dục cũng tốt chán ...  ,0
iPhone rất đẹp . Tôi mua 2 cái . Tay_trái 1 cái . Tay_phải 1 cái Kkkkkkkkkkkkk,1
xem_lại số tiền mà CEO của hàng nãy kiếm được trong năm nay đi .,0
"Ngày_xưa , khi chưa có tiền thì tôi ko bao_giờ quan_tâm tới iphone nói_riêng và Apple nói_chung ! ! Mãi đến thời ip_4s tôi mới sở_hữu được em nó ...",0
giá này thì thua rồi,-1
"Hàng_xách_tay cũng có nhiều loại . Hầu_hết là đã qua china nhưng để có máy_xách_tay đảm_bảo nên qua cửa_hàng điện_thoại có uy_tín mua có bảo_hành . Bản_thân tôi mua 1 em lg_g_2 cách đây hơn 1 năm với giá bằng nửa máy chính_hãng . Dùng từ hồi đến giờ thay màn_hình 1 lần hết 800k nhưng máy dùng vẫn quá ổn , pin ok , game , xem phim vẫn tốt mượt_mà",0
Về VN giá 200nghìn mua 10 chiếc,1
Note 7 có chiếu đèn hồng_ngoại khi quét mống_mắt chứ không phải dùng ánh_sáng môi_trường để chụp .,0
"Ý_kiến ý cò hoài ... giàu thì mua hàng_chính_hãng , nghèo thì mua hàng_sách_tay . Mà tính ra thì cũng tương_đương nhau : vì hàng_chính_hãng thì khi bán lời tới 40-50_% sản_phẩm . Hàng_sách_tay khoảng 10% sản_phẩm . Điều quan_trọng là chất_lượng Mỹ , nhật khi nào cũng tốt hơn chất_lượng Việt_nam",0
"Trong tầm crop thì fuji vẫn có_vẻ ngon hơn , olympus_pen_f củng đc . Còn sony thì mình cầm A7s với A7 rồi , đỉnh_cao .  ",1
Phải sắm ngay iem LG thôi,1
"Thực_ra tiện nhưng lại ko tiện . Ví_dụ muốn nghe cuộc_gọi đến SIM chính thì_phải chuyển cuộc_gọi , tự_nhiên lại tốn tiền . Chưa kể nếu có ai nhắn đến SIM chính cũng không biết luôn . Ngoài_ra khi muốn gọi thì lại phải gọi từ SIM trên watch , như_vậy mọi người sẽ rất bối_rối với 2 số của bạn . Ngoài_ra ở nước_ngoài việc duy_trì 2 SIM với 2 số điện_thoại là tốn_kém và không cần_thiết , mỗi line điện_thoại tốn $ 40 - $ 50 chứ không ít . Nếu coi watch không phải thiết_bị "" nối dài "" của phone mà là thiết_bị độc_lập thì cũng tốt , tuy_nhiên sẽ cần một thời_gian nữa để nó có_thể thực_sự hoạt_động độc_lập được , đặc_biệt là về pin . Hy_vọng tương_lai 5-7 năm nữa thì smartphone cũng không cần , chỉ cần 2 thiết_bị : smartwatch với tablet lai laptop là đủ  ",-1
"con SH-04F này được tích_hợp thêm công_nghệ đèn nền PureLED.hình ảnh trong , sáng và màu sắc_đẹp hơn rất nhiều so với trên SH-08E và SH-06E bác ạ  ",1
huydollar : Che xau hay al khong co tien de mua nen che cho do nguong . Ha ... Ha ...,0
Rẻ hơn mình tưởng . . !,1
NGON,1
Video quay kiểu gì mà màu_sắc thay_đổi liên_tục vậy bác  ,-1
Mê quá !,1
ý_kiến riêng của tôi nha . đa_số máy TQ đều đẹp về bề_ngoài nhưng chất_lượng thì rất thấp ( cả phần_cứng và trải_nghiệm sử_dụng thực_tế nhé ) . đừng có mua xong một thời_gian rồi nó bị phát_hiện cài_đặt gián_điệp cái la_làng lên này_nọ . thà chấp_nhận dùng máy đã qua sd chứ không dùng hàng TQ .,0
"xem coi hở bền thì quất , vui_vẻ thoy là  ",0
"Em chịu bác đấy bác Tuấn ạ , em dành tiền mua pp còn hơ n .",0
"bữa đọc có trên 5000 giờ ra giá gần 10k , thôi chờ WD ra 64 lớp cho r rẻ hơn mà_lại dung_lượng cao hơn  ",0
em muốn có một cái như_vậy,1
Iphone bắt_đầu dẫm lên vết_xe_đổ của kẻ đã bị mình đánh_bại ngày_trước là NOKIA ... . ngồi trên đỉnh vinh_quang mãi nên sanh bệnh bảo_thủ cạn_kiệt ý_tưởng đổi_mới,0
Quá hấp_dẫn mình thích nhất_là ở khả_năng chống nước,1
"﻿Đừng ai xài của Sony vì tôi mua Sony_Experia_M4 mau hết pin , nóng máy vô_lý , còn NV Bảo_hành thì kg có 1 chút cảm_tình . 6.490.000 khi mới mua về thì đã bị cho tới bây_giờ , tôi yêu_cầu được đổi máy khác ngay khi mới mua 3 tuần nhưng kg được đổi . Thất_vọng quá",-1
"Việt_Nam có chính hảng đó bạn . Tgdđ có mà . Năm rồi em mình bên Mỹ đi chơi thấy rẻ nên mua ( 329 $ ) mình chê mắc vì Việt_Nam chưa đến 6tr . Ra xem mới biết Việt_Nam không cảm_ứng . Máy thằng gửi về màn cảm_ứng . Thế biết đúng giá , làm trách nhầm ku em  ",0
"Chi Snap_410 RAM_2GB pin tới 5000 lân với giá này là quá ngon rồi . Mình yêu bản màu trắng quá , mấy bữa múc một em về thay con dt ghẻ .",1
"nói lại nhớ , Nvidia mà ra 1050 thì best choice nhỉ mà 1060 có bị nghẽn với chip đời cũ không nhỉ  ",0
"Mình không rành về máy_tính và card đồ_họa , vậy cho hỏi mình làm_việc nhiều với Lightroom CC + PTS_CC thì nếu gắn card này vào nó có giúp máy chạy mượt hơn không hay nó chỉ hỗ_trợ chơi game thôi ?  ",0
"Đợi note_7 ra mình hốt em S7_edge liền . Quá đẹp , quá chuẩn , màn_hình cong , thêm chống nước , tản nhiệt bằng chất_lỏng ...",1
"Vẫn không hiểu anh Son để viền dưới to , mà_sao không cho phím_ảo ra ngoài màn_hình ? !",0
Tìm cái samsung 32 inch full_HD nát hải_phòng ra mà ko có,0
"BB10 vẫn dùng ngon nhé bác . Tải app apk Miband về dùng thôi , nhưng không chạy ngầm nên cũng ngốn pin lắm .  ",0
Cũng có người ăn_theo camera kép của LG = ) ),-1
dep va sag_trong,1
"Có bác nào trên tay e đời 2 chưa . Ko biết cái dây đeo có khá hơn cái đời 1 kô , và có lắp vừa đời 1 vào ko nhỉ  ",0
"Hàng này ngon , dùng sạc đc bét_nhè  ",1
Thích mỗi tính_năng sức_khỏe của AW  ,0
"đen phối vàng nhìn bí_ẩn thật , tuyệt !",1
Cam vẫn lồi thì tớ quyết không mua . Dùng tạm con A5-06 chờ thời !,-1
3G còn tùy lúc_nào và khi nào và ở đâu nữa bạn àk ... camera 13mp rất tốt nha bạn . . mình đã tét thử ... còn hình thì khi đem lên máy_tính thì tất_nhiên sẽ kkhác khi trên dt rùi . . vì ss dùng màn_hình super amoled mà ... máy_tính cho hình chân_thật vì là LCD  ,1
"16GB là để móc 100 $ thì_có chứ thể_hiện gì = ) ) Đã lỡ mấy năm nay năm nào cũng móc 100 $ rồi , nếu_không móc tiếp thì lợi_nhuận sẽ giảm rất nhiều = giá cổ_phiếu rớt .",0
﻿Đang dùng 6_plus nhưng đến cái ghi_âm cuộc_gọi củng khó nữa . Buồn .,-1
Rồi chất_lượng ảnh có đi xuống ? LG thật_sự không phải là anh_tài trong lĩnh_vực máy_ảnh . Các đời điện_thoại LG mặt dù lúc mới ra_mắt được PR chức_năng chụp ảnh nhưng khi sử_dụng thực_tế mới thấy tệ . Cảm_biến LG chưa phải là đối_thủ xứng tầm của Sony,-1
Thực_sự phê . Tiếc là mình bình_dân nên chưa mua được .,1
Xạc nhanh thích hơn pin lâu đó : ),0
"có 16tb mà 200 củ . thôi để tiền nâng_cấp main , cpu với ram  ",0
MTB kiểu này thì thà mua laptop có cảm_ứng .,-1
"Thhes bác thích điện_thoại hình_thoi , hình_thang , tam_giác hay lục_giác ?",0
"Màn LG , Dell màu khá chuẩn",1
"đánh_giá chủ_quan quá rồi đó . Loa này kiểu_dáng độc_nhất , âm vòm 320W - 8.1 kết_hợp hai loa nữa không đủ sống_đông sao chài ?",0
﻿Sao động đến từ iphone mình đã không có thiện_cảm rồi nhỉ.,-1
Cứ để S7e ở Auto chụp còn đẹp hơn Prime nhiều  ,1
"Huawei_GR5 thiết_kế đẹp , cam khủng nữa thì quá tuyệt",1
"giá này là giá ở TQ , về VN chắc lại đội_giá tiếp ấy chứ . công_nhận là đẹp thật",1
Đang xài e mi_5 mua có 7tr snap820 ngon hơn zen nhiều,0
"vừa đọc xong câu_hỏi của bạn , tôi đã có câu_hỏi này giúp bạn quyết_định ngay đc . là nếu bạn không đùa thì bao_lâu nay bạn đã quan_tâm và tiếp_thu những diều gì ở cái XH và thế_giới xung_quanh cuộc_sống của bạn vậy ?",0
Chỉ là để nghe gọi có nhất_thiết phải đắt thế không ? ? ?,-1
"Đúng rồi . Mình đã tìm được rồi , phải để cho AW nó đồng_bộ thì nó mới hiểu cho sms tiếng_việt . Cám_ơn bạn nhé .",0
"ú hú , có_vẻ Lenovo_Miix_310 khá ổn",1
ngon đấy đợi hàng về làm cái  ,1
"Windown phone mới_đầu dùng cảm_giác hơi bị gò_bó và . Một_khi đã dùng quen thì rất mượt , ứng_dụng với mình cảm_thấy cũng tương_đối đủ dùng với nhu_cầu bản_thân",1
hàng SAM kém lắm hết bảo_hành là lăn_quay . nhà mua 4 con thì cả 4 đều toi : ( (,-1
"Tôi đang dùng passport và vẫn cài được app của androi qua snap , . . tôi cảm_nhận b_10 tuyệt_vời , và không hiểu tại_sao các bạn cứ mãi lăn_tăn ? ? ? !",1
Mình đag dung ip_3s và cảm_thấy chưa cần_thiết phải đổi_mới . Quá mượt,1
"Sao có người nói được , có người ko là sao Mình thì nghĩ là do lỗi phần_mềm , mới check bên forum Xiaomi bọn nó la ầm lên vụ đó từ đầu năm  ",0
"﻿Qúa xấu, qúa đắt.",-1
Không_thể cưỡng lại được . Quá ... đẹp . 6 đang chờ lên 7 .,1
Cũng_nên bạn ạ . Người_già dùng máy đơn_giản 1 chút dễ dùng . Thoát gì bấm 1 nút . Android thì tiện hơn có nút quay lại nên quảng_cáo hay gì gì bấm thì nó tắt được nhưng 3 phím dễ nhầm bạn ạ,0
